date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,country,neutral_location,home_team_result
2008-11-19,Denmark,Wales,34,62,0,0,0,1,Denmark,False,Lose
2008-11-19,France,Uruguay,12,23,0,0,0,0,France,False,Draw
2008-11-19,Germany,England,2,10,0,0,1,2,Germany,False,Lose
2008-11-19,Ghana,Tunisia,26,47,0,0,0,0,Ghana,False,Draw
2008-11-19,Qatar,Japan,78,38,0,0,0,3,Qatar,False,Lose
2008-11-19,Saudi Arabia,Korea Republic,52,53,0,0,0,2,Saudi Arabia,False,Lose
2008-12-14,Serbia,Poland,30,32,0,0,0,1,Turkey,True,Lose
2008-12-17,IR Iran,Ecuador,43,36,0,0,0,1,Oman,True,Lose
2009-01-05,Saudi Arabia,Qatar,48,84,0,0,0,0,Oman,True,Draw
2009-02-11,France,Argentina,11,6,0,0,0,2,France,False,Lose
2009-02-11,IR Iran,Korea Republic,44,46,0,0,1,1,IR Iran,False,Draw
2009-02-11,Japan,Australia,37,27,0,0,0,0,Japan,False,Draw
2009-02-11,Spain,England,1,8,0,0,2,0,Spain,False,Win
2009-02-11,Tunisia,Netherlands,53,3,0,0,1,1,Tunisia,False,Draw
2009-02-11,USA,Mexico,20,24,0,0,2,0,USA,False,Win
2009-02-11,Wales,Poland,65,28,0,0,0,1,Portugal,True,Lose
2009-03-28,IR Iran,Saudi Arabia,42,55,0,0,1,2,IR Iran,False,Lose
2009-03-28,Mexico,Costa Rica,23,32,0,0,2,0,Mexico,False,Win
2009-03-29,Ecuador,Brazil,39,5,0,0,1,1,Ecuador,False,Draw
2009-04-01,IR Iran,Senegal,42,60,0,0,1,1,IR Iran,False,Draw
2009-04-01,Wales,Germany,68,2,0,0,0,2,Wales,False,Lose
2009-05-26,Qatar,Saudi Arabia,96,55,0,0,2,1,Qatar,False,Win
2009-05-31,Japan,Belgium,35,62,0,0,4,0,Japan,False,Win
2009-06-03,Costa Rica,USA,41,14,0,0,3,1,Costa Rica,False,Win
2009-06-06,Qatar,Australia,94,29,0,0,0,0,Qatar,False,Draw
2009-06-06,Uruguay,Brazil,17,5,0,0,0,4,Uruguay,False,Lose
2009-06-10,Ecuador,Argentina,44,7,0,0,2,0,Ecuador,False,Win
2009-06-10,Japan,Qatar,31,94,0,0,1,1,Japan,False,Draw
2009-06-10,Korea Republic,Saudi Arabia,46,56,0,0,0,0,Korea Republic,False,Draw
2009-06-17,Australia,Japan,29,31,0,0,2,1,Australia,False,Win
2009-06-17,Korea Republic,IR Iran,46,52,0,0,1,1,Korea Republic,False,Draw
2009-06-18,USA,Brazil,14,5,0,0,0,3,South Africa,True,Lose
2009-06-24,Spain,USA,1,14,0,0,0,2,South Africa,True,Lose
2009-06-28,USA,Brazil,14,5,0,0,2,3,South Africa,True,Lose
2009-07-10,Costa Rica,Canada,30,92,0,0,2,2,USA,True,Draw
2009-07-23,Costa Rica,Mexico,30,33,0,0,1,1,USA,True,Draw
2009-07-26,USA,Mexico,12,33,0,0,0,5,USA,False,Lose
2009-08-12,Mexico,USA,30,12,0,0,2,1,Mexico,False,Win
2009-08-12,Netherlands,England,3,7,0,0,2,2,Netherlands,False,Draw
2009-09-05,Argentina,Brazil,8,1,0,0,1,3,Argentina,False,Lose
2009-09-05,Costa Rica,Mexico,39,24,0,0,0,3,Costa Rica,False,Lose
2009-09-05,Denmark,Portugal,16,17,0,0,1,1,Denmark,False,Draw
2009-09-05,Korea Republic,Australia,49,14,0,0,3,1,Korea Republic,False,Win
2009-09-05,Netherlands,Japan,3,40,0,0,3,0,Netherlands,False,Win
2009-09-05,Spain,Belgium,2,68,0,0,5,0,Spain,False,Win
2009-09-09,England,Croatia,7,9,0,0,5,1,England,False,Win
2009-09-09,Japan,Ghana,40,32,0,0,4,3,Netherlands,True,Win
2009-09-09,Serbia,France,13,10,0,0,1,1,Serbia,False,Draw
2009-09-30,Argentina,Ghana,8,32,0,0,2,0,Argentina,False,Win
2009-10-08,Croatia,Qatar,9,83,0,0,3,2,Croatia,False,Win
2009-10-10,Australia,Netherlands,14,3,0,0,0,0,Australia,False,Draw
2009-10-10,Ecuador,Uruguay,36,28,0,0,1,2,Ecuador,False,Lose
2009-10-14,Korea Republic,Senegal,49,80,0,0,2,0,Korea Republic,False,Win
2009-10-14,Tunisia,Saudi Arabia,50,65,0,0,0,1,Tunisia,False,Lose
2009-10-14,Uruguay,Argentina,28,8,0,0,0,1,Uruguay,False,Lose
2009-10-14,USA,Costa Rica,11,39,0,0,2,2,USA,False,Draw
2009-11-14,Brazil,England,1,7,0,0,1,0,Qatar,True,Win
2009-11-14,Costa Rica,Uruguay,43,25,0,0,0,1,Costa Rica,False,Lose
2009-11-14,Denmark,Korea Republic,27,48,0,0,0,0,Denmark,False,Draw
2009-11-14,Morocco,Cameroon,63,14,0,0,0,2,Morocco,False,Lose
2009-11-14,Spain,Argentina,2,6,0,0,2,1,Spain,False,Win
2009-11-17,Belgium,Qatar,68,94,0,0,2,0,France,True,Win
2009-11-18,Denmark,USA,27,11,0,0,3,1,Denmark,False,Win
2009-11-18,Korea Republic,Serbia,48,20,0,0,0,1,England,True,Lose
2009-11-18,Poland,Canada,56,53,0,0,1,0,Poland,False,Win
2009-11-18,Uruguay,Costa Rica,25,43,0,0,1,1,Uruguay,False,Draw
2009-12-28,Qatar,IR Iran,86,64,0,0,3,2,Qatar,False,Win
2010-01-21,Cameroon,Tunisia,11,53,0,0,2,2,Angola,True,Draw
2010-01-26,Argentina,Costa Rica,8,44,0,0,3,2,Argentina,False,Win
2010-02-14,Japan,Korea Republic,40,49,0,0,1,3,Japan,False,Lose
2010-03-03,Belgium,Croatia,68,11,0,0,0,1,Belgium,False,Lose
2010-03-03,France,Spain,7,1,0,0,0,2,France,False,Lose
2010-03-03,Germany,Argentina,5,9,0,0,0,1,Germany,False,Lose
2010-03-03,Netherlands,USA,3,18,0,0,2,1,Netherlands,False,Win
2010-03-03,Switzerland,Uruguay,15,19,0,0,1,3,Switzerland,False,Lose
2010-04-07,Japan,Serbia,45,15,0,0,0,3,Japan,False,Lose
2010-05-07,Mexico,Ecuador,17,36,0,0,0,0,USA,True,Draw
2010-05-10,Mexico,Senegal,17,77,0,0,1,0,USA,True,Win
2010-05-16,Korea Republic,Ecuador,47,36,0,0,2,0,Korea Republic,False,Win
2010-05-23,Croatia,Wales,9,75,0,0,2,0,Croatia,False,Win
2010-05-24,Argentina,Canada,7,63,0,0,5,0,Argentina,False,Win
2010-05-24,England,Mexico,8,17,0,0,3,1,England,False,Win
2010-05-24,Japan,Korea Republic,45,47,0,0,0,2,Japan,False,Lose
2010-05-26,France,Costa Rica,9,40,0,0,2,1,France,False,Win
2010-05-26,Netherlands,Mexico,4,17,0,0,2,1,Germany,True,Win
2010-05-27,Denmark,Senegal,36,75,0,0,2,0,Denmark,False,Win
2010-05-29,Spain,Saudi Arabia,2,66,0,0,3,2,Austria,True,Win
2010-05-30,Japan,England,45,8,0,0,1,2,Austria,True,Lose
2010-05-30,Tunisia,France,55,9,0,0,1,1,Tunisia,False,Draw
2010-06-01,Australia,Denmark,20,36,0,0,1,0,South Africa,True,Win
2010-06-01,Netherlands,Ghana,4,32,0,0,4,1,Netherlands,False,Win
2010-06-01,Portugal,Cameroon,3,19,0,0,3,1,Portugal,False,Win
2010-06-01,Switzerland,Costa Rica,24,40,0,0,0,1,Switzerland,False,Lose
2010-06-02,Serbia,Poland,15,58,0,0,0,0,Austria,True,Draw
2010-06-03,Spain,Korea Republic,2,47,0,0,1,0,Austria,True,Win
2010-06-05,Australia,USA,20,14,0,0,1,3,South Africa,True,Lose
2010-06-05,Serbia,Cameroon,15,19,0,0,4,3,Serbia,False,Win
2010-06-08,Spain,Poland,2,58,0,0,6,0,Spain,False,Win
2010-06-11,Uruguay,France,16,9,0,0,0,0,South Africa,True,Draw
2010-06-12,England,USA,8,14,0,0,1,1,South Africa,True,Draw
2010-06-13,Germany,Australia,6,20,0,0,4,0,South Africa,True,Win
2010-06-13,Serbia,Ghana,15,32,0,0,0,1,South Africa,True,Lose
2010-06-14,Japan,Cameroon,45,19,0,0,1,0,South Africa,True,Win
2010-06-14,Netherlands,Denmark,4,36,0,0,2,0,South Africa,True,Win
2010-06-16,Spain,Switzerland,2,24,0,0,0,1,South Africa,True,Lose
2010-06-17,Argentina,Korea Republic,7,47,0,0,4,1,South Africa,True,Win
2010-06-17,France,Mexico,9,17,0,0,0,2,South Africa,True,Lose
2010-06-18,Germany,Serbia,6,15,0,0,0,1,South Africa,True,Lose
2010-06-19,Cameroon,Denmark,19,36,0,0,1,2,South Africa,True,Lose
2010-06-19,Ghana,Australia,32,20,0,0,1,1,South Africa,True,Draw
2010-06-19,Netherlands,Japan,4,45,0,0,1,0,South Africa,True,Win
2010-06-22,Mexico,Uruguay,17,16,0,0,0,1,South Africa,True,Lose
2010-06-23,Australia,Serbia,20,15,0,0,2,1,South Africa,True,Win
2010-06-23,Ghana,Germany,32,6,0,0,0,1,South Africa,True,Lose
2010-06-24,Cameroon,Netherlands,19,4,0,0,1,2,South Africa,True,Lose
2010-06-24,Denmark,Japan,36,45,0,0,1,3,South Africa,True,Lose
2010-06-25,Portugal,Brazil,3,1,0,0,0,0,South Africa,True,Draw
2010-06-26,Uruguay,Korea Republic,16,47,0,0,2,1,South Africa,True,Win
2010-06-26,USA,Ghana,14,32,0,0,1,2,South Africa,True,Lose
2010-06-27,Argentina,Mexico,7,17,0,0,3,1,South Africa,True,Win
2010-06-27,Germany,England,6,8,0,0,4,1,South Africa,True,Win
2010-06-29,Spain,Portugal,2,3,0,0,1,0,South Africa,True,Win
2010-07-02,Netherlands,Brazil,4,1,0,0,2,1,South Africa,True,Win
2010-07-02,Uruguay,Ghana,16,32,0,0,1,1,South Africa,True,Draw
2010-07-03,Argentina,Germany,7,6,0,0,0,4,South Africa,True,Lose
2010-07-06,Uruguay,Netherlands,16,4,0,0,2,3,South Africa,True,Lose
2010-07-07,Germany,Spain,6,2,0,0,0,1,South Africa,True,Lose
2010-07-10,Uruguay,Germany,16,6,0,0,2,3,South Africa,True,Lose
2010-07-11,Netherlands,Spain,4,2,0,0,0,1,South Africa,True,Lose
2010-08-10,USA,Brazil,13,3,0,0,0,2,USA,False,Lose
2010-08-11,Denmark,Germany,29,4,0,0,2,2,Denmark,False,Draw
2010-08-11,Mexico,Spain,25,1,0,0,1,1,Mexico,False,Draw
2010-08-11,Poland,Cameroon,56,40,0,0,0,3,Poland,False,Lose
2010-09-03,Belgium,Germany,48,4,0,0,0,1,Belgium,False,Lose
2010-09-03,Switzerland,Australia,17,20,0,0,0,0,Switzerland,False,Draw
2010-09-04,Mexico,Ecuador,25,58,0,0,1,2,Mexico,False,Lose
2010-09-07,Argentina,Spain,5,1,0,0,4,1,Argentina,False,Win
2010-09-07,Korea Republic,IR Iran,44,65,0,0,0,1,Korea Republic,False,Lose
2010-09-07,Poland,Australia,56,20,0,0,1,2,Poland,False,Lose
2010-09-07,Switzerland,England,17,7,0,0,1,3,Switzerland,False,Lose
2010-10-07,IR Iran,Brazil,57,4,0,0,0,3,United Arab Emirates,True,Lose
2010-10-08,Japan,Argentina,30,5,0,0,1,0,Japan,False,Win
2010-10-08,Portugal,Denmark,8,29,0,0,3,1,Portugal,False,Win
2010-10-09,USA,Poland,18,66,0,0,2,2,USA,False,Draw
2010-10-12,Ecuador,Poland,72,66,0,0,2,2,Canada,True,Draw
2010-10-12,Korea Republic,Japan,44,30,0,0,0,0,Korea Republic,False,Draw
2010-10-12,Switzerland,Wales,21,85,0,0,4,1,Switzerland,False,Win
2010-11-17,Argentina,Brazil,5,3,0,0,1,0,Qatar,True,Win
2010-11-17,England,France,6,21,0,0,1,2,England,False,Lose
2010-11-17,Portugal,Spain,8,1,0,0,4,0,Portugal,False,Win
2010-11-17,Saudi Arabia,Ghana,68,17,0,0,0,0,United Arab Emirates,True,Draw
2010-11-28,Qatar,Saudi Arabia,113,68,0,0,1,1,Yemen,True,Draw
2011-01-14,Australia,Korea Republic,26,38,0,0,1,1,Qatar,True,Draw
2011-01-17,Saudi Arabia,Japan,78,29,0,0,0,5,Qatar,True,Lose
2011-01-21,Qatar,Japan,105,29,0,0,2,3,Qatar,False,Lose
2011-01-22,IR Iran,Korea Republic,65,38,0,0,0,1,Qatar,True,Lose
2011-01-25,Japan,Korea Republic,29,38,0,0,2,2,Qatar,True,Draw
2011-01-29,Australia,Japan,26,29,0,0,0,1,Qatar,True,Lose
2011-02-09,Argentina,Portugal,5,8,0,0,2,1,Switzerland,True,Win
2011-02-09,Denmark,England,28,6,0,0,1,2,Denmark,False,Lose
2011-02-09,France,Brazil,19,4,0,0,1,0,France,False,Win
2011-03-26,Senegal,Cameroon,69,42,0,0,1,0,Senegal,False,Win
2011-03-26,USA,Argentina,19,4,0,0,1,1,USA,False,Draw
2011-03-26,Wales,England,116,6,0,0,0,2,Wales,False,Lose
2011-03-29,Costa Rica,Argentina,53,4,0,0,0,0,Costa Rica,False,Draw
2011-03-29,England,Ghana,6,16,0,0,1,1,England,False,Draw
2011-03-29,France,Croatia,18,8,0,0,0,0,France,False,Draw
2011-03-29,Germany,Australia,3,20,0,0,1,2,Germany,False,Lose
2011-04-20,Argentina,Ecuador,5,56,0,0,2,2,Argentina,False,Draw
2011-05-28,Mexico,Ecuador,28,64,0,0,1,1,USA,True,Draw
2011-05-29,Germany,Uruguay,4,7,0,0,2,1,Germany,False,Win
2011-06-01,Canada,Ecuador,77,64,0,0,2,2,Canada,False,Draw
2011-06-03,Korea Republic,Serbia,31,16,0,0,2,1,Korea Republic,False,Win
2011-06-04,Brazil,Netherlands,3,2,0,0,0,0,Brazil,False,Draw
2011-06-04,Cameroon,Senegal,49,40,0,0,0,0,Cameroon,False,Draw
2011-06-04,England,Switzerland,6,25,0,0,2,2,England,False,Draw
2011-06-04,USA,Spain,22,1,0,0,0,4,USA,False,Lose
2011-06-05,Poland,Argentina,71,5,0,0,2,1,Poland,False,Win
2011-06-07,Australia,Serbia,20,16,0,0,0,0,Australia,False,Draw
2011-06-07,Korea Republic,Ghana,31,15,0,0,2,1,Korea Republic,False,Win
2011-06-07,USA,Canada,22,77,0,0,2,0,USA,False,Win
2011-06-08,Uruguay,Netherlands,7,2,0,0,1,1,Uruguay,False,Draw
2011-06-09,Poland,France,71,19,0,0,0,1,Poland,False,Lose
2011-06-12,Mexico,Costa Rica,28,56,0,0,4,1,USA,True,Win
2011-06-25,USA,Mexico,22,28,0,0,2,4,USA,False,Lose
2011-07-11,Argentina,Costa Rica,10,55,0,0,3,0,Argentina,False,Win
2011-07-12,Uruguay,Mexico,18,9,0,0,1,0,Argentina,True,Win
2011-07-13,Brazil,Ecuador,5,68,0,0,4,2,Argentina,True,Win
2011-07-16,Argentina,Uruguay,10,18,0,0,1,1,Argentina,False,Draw
2011-08-10,Costa Rica,Ecuador,56,67,0,0,0,2,Costa Rica,False,Lose
2011-08-10,Germany,Brazil,3,4,0,0,3,2,Germany,False,Win
2011-08-10,Japan,Korea Republic,14,28,0,0,3,0,Japan,False,Win
2011-08-10,Senegal,Morocco,46,63,0,0,0,2,Senegal,False,Lose
2011-08-10,USA,Mexico,30,20,0,0,1,1,USA,False,Draw
2011-08-10,Wales,Australia,112,22,0,0,1,2,Wales,False,Lose
2011-09-02,Poland,Mexico,65,20,498,863,1,1,Poland,False,Draw
2011-09-02,USA,Costa Rica,28,60,791,530,0,1,USA,False,Lose
2011-09-05,Brazil,Ghana,6,36,1156,725,1,0,England,True,Win
2011-09-06,Belgium,USA,37,28,674,791,1,0,Belgium,False,Win
2011-09-06,Ecuador,Costa Rica,66,60,491,530,4,0,Ecuador,False,Win
2011-09-06,England,Wales,4,117,1176,250,1,0,England,False,Win
2011-09-06,Poland,Germany,65,3,498,1329,2,2,Poland,False,Draw
2011-09-06,Qatar,IR Iran,88,53,364,558,1,1,Qatar,False,Draw
2011-09-06,Saudi Arabia,Australia,87,22,372,837,1,3,Saudi Arabia,False,Lose
2011-09-14,Argentina,Brazil,9,6,1016,1156,0,0,Argentina,False,Draw
2011-09-28,Brazil,Argentina,7,10,1131,1024,2,0,Brazil,False,Win
2011-10-07,Costa Rica,Brazil,57,7,549,1131,0,1,Costa Rica,False,Lose
2011-10-07,Korea Republic,Poland,29,65,749,495,2,2,Korea Republic,False,Draw
2011-10-07,Wales,Switzerland,90,18,374,886,2,0,Wales,False,Win
2011-10-11,Denmark,Portugal,17,5,893,1158,2,1,Denmark,False,Win
2011-10-11,Germany,Belgium,3,34,1289,729,3,1,Germany,False,Win
2011-10-11,Mexico,Brazil,20,7,866,1131,1,2,Mexico,False,Lose
2011-10-11,USA,Ecuador,31,69,741,481,0,1,USA,False,Lose
2011-11-11,France,USA,15,34,952,719,1,0,France,False,Win
2011-11-11,Mexico,Serbia,22,23,859,854,2,0,Mexico,False,Win
2011-11-11,Netherlands,Switzerland,2,18,1425,920,0,0,Netherlands,False,Draw
2011-11-12,England,Spain,7,1,1100,1624,1,0,England,False,Win
2011-11-13,Morocco,Cameroon,56,47,566,599,1,1,Morocco,False,Draw
2011-11-15,Costa Rica,Spain,62,1,522,1624,2,2,Costa Rica,False,Draw
2011-11-15,France,Belgium,15,37,952,669,0,0,France,False,Draw
2011-11-15,Germany,Netherlands,3,2,1352,1425,3,0,Germany,False,Win
2012-01-23,Morocco,Tunisia,61,59,523,541,1,2,Gabon,True,Lose
2012-02-05,Ghana,Tunisia,26,59,778,541,2,1,Gabon,True,Win
2012-02-29,Australia,Saudi Arabia,22,89,832,406,4,2,Australia,False,Win
2012-02-29,England,Netherlands,5,3,1179,1359,2,3,England,False,Lose
2012-02-29,Germany,France,2,17,1369,930,1,2,Germany,False,Lose
2012-02-29,IR Iran,Qatar,47,96,605,372,2,2,IR Iran,False,Draw
2012-02-29,Poland,Portugal,70,6,469,1155,0,0,Poland,False,Draw
2012-02-29,Switzerland,Argentina,16,11,950,1080,1,3,Switzerland,False,Lose
2012-02-29,Wales,Costa Rica,42,63,635,538,0,1,Wales,False,Lose
2012-05-25,Morocco,Senegal,60,77,547,448,0,1,Morocco,False,Lose
2012-05-26,Denmark,Brazil,10,6,1068,1165,1,3,Germany,True,Lose
2012-05-26,Spain,Serbia,1,32,1442,725,2,0,Switzerland,True,Win
2012-05-26,Switzerland,Germany,18,2,890,1344,5,3,Switzerland,False,Win
2012-05-27,Mexico,Wales,20,41,867,635,2,0,USA,True,Win
2012-05-30,Spain,Korea Republic,1,31,1442,745,4,1,Switzerland,True,Win
2012-05-30,USA,Brazil,29,6,778,1165,1,4,USA,False,Lose
2012-05-31,France,Serbia,16,32,938,725,2,0,France,False,Win
2012-06-02,Argentina,Ecuador,9,37,1075,679,4,0,Argentina,False,Win
2012-06-02,Denmark,Australia,10,21,1068,862,2,0,Denmark,False,Win
2012-06-02,England,Belgium,7,44,1131,603,1,0,England,False,Win
2012-06-03,Canada,USA,75,29,449,778,0,0,Canada,False,Draw
2012-06-03,Mexico,Brazil,20,6,867,1165,2,0,USA,True,Win
2012-06-08,Qatar,Korea Republic,91,35,371,718,1,4,Qatar,False,Lose
2012-06-09,Brazil,Argentina,5,7,1154,1137,3,4,USA,True,Lose
2012-06-09,Germany,Portugal,3,10,1288,995,1,0,Ukraine,True,Win
2012-06-09,Netherlands,Denmark,4,9,1234,1019,0,1,Ukraine,True,Lose
2012-06-11,France,England,14,6,963,1144,1,1,Ukraine,True,Draw
2012-06-12,Australia,Japan,24,23,819,821,1,1,Australia,False,Draw
2012-06-12,IR Iran,Qatar,45,91,596,371,0,0,IR Iran,False,Draw
2012-06-13,Denmark,Portugal,9,10,1019,995,2,3,Ukraine,True,Lose
2012-06-13,Netherlands,Germany,4,3,1234,1288,1,2,Ukraine,True,Lose
2012-06-17,Denmark,Germany,9,3,1019,1288,1,2,Ukraine,True,Lose
2012-06-17,Portugal,Netherlands,10,4,995,1234,2,1,Ukraine,True,Win
2012-06-18,Croatia,Spain,8,1,1052,1456,0,1,Poland,True,Lose
2012-06-18,Saudi Arabia,Morocco,92,70,368,491,4,0,Saudi Arabia,False,Win
2012-06-23,Spain,France,1,14,1456,963,2,0,Ukraine,True,Win
2012-06-27,Portugal,Spain,10,1,995,1456,0,0,Ukraine,True,Draw
2012-08-15,Belgium,Netherlands,53,8,563,1053,4,2,Belgium,False,Win
2012-08-15,Croatia,Switzerland,9,23,1050,828,2,4,Croatia,False,Lose
2012-08-15,France,Uruguay,14,4,979,1236,0,0,France,False,Draw
2012-08-15,Germany,Argentina,2,7,1473,1098,1,3,Germany,False,Lose
2012-08-15,IR Iran,Tunisia,48,41,590,627,2,2,Hungary,True,Draw
2012-08-15,Mexico,USA,18,36,861,672,0,1,Mexico,False,Lose
2012-09-07,Costa Rica,Mexico,66,21,486,845,0,2,Costa Rica,False,Lose
2012-09-07,Spain,Saudi Arabia,1,105,1617,328,5,0,Spain,False,Win
2012-09-07,Wales,Belgium,45,40,615,625,0,2,Wales,False,Lose
2012-09-11,Belgium,Croatia,40,9,625,1019,1,1,Belgium,False,Draw
2012-09-11,Mexico,Costa Rica,21,66,845,486,1,0,Mexico,False,Win
2012-09-11,Serbia,Wales,42,45,623,615,6,1,Serbia,False,Win
2012-09-11,Uruguay,Ecuador,5,17,1216,889,1,1,Uruguay,False,Draw
2012-09-19,Brazil,Argentina,12,7,996,1120,2,1,Brazil,False,Win
2012-10-12,Argentina,Uruguay,4,7,1207,1139,3,0,Argentina,False,Win
2012-10-12,France,Japan,13,23,1010,818,0,1,France,False,Lose
2012-10-12,Serbia,Belgium,33,30,706,722,0,3,Serbia,False,Lose
2012-10-16,Croatia,Wales,11,57,1022,550,2,0,Croatia,False,Win
2012-10-16,IR Iran,Korea Republic,58,25,548,776,1,0,IR Iran,False,Win
2012-10-16,Japan,Brazil,23,14,818,1000,0,4,Poland,True,Lose
2012-10-16,Spain,France,1,13,1611,1010,1,1,Spain,False,Draw
2012-10-17,Poland,England,54,5,573,1196,1,1,Poland,False,Draw
2012-11-14,Korea Republic,Australia,32,33,727,718,1,2,Korea Republic,False,Lose
2012-11-14,Netherlands,Germany,7,2,1128,1421,0,0,Netherlands,False,Draw
2012-11-14,Poland,Uruguay,54,11,578,1047,1,3,Poland,False,Lose
2012-11-14,Saudi Arabia,Argentina,112,3,313,1349,0,0,Saudi Arabia,False,Draw
2012-11-14,Tunisia,Switzerland,46,16,608,966,1,2,Tunisia,False,Lose
2012-11-21,Argentina,Brazil,3,13,1349,994,2,1,Argentina,False,Win
2012-12-09,IR Iran,Saudi Arabia,44,112,610,313,0,0,Kuwait,True,Draw
2013-01-13,Ghana,Tunisia,30,45,776,606,4,2,United Arab Emirates,True,Win
2013-01-29,USA,Canada,28,64,781,517,0,0,USA,False,Draw
2013-02-06,Croatia,Korea Republic,10,34,1064,686,4,0,England,True,Win
2013-02-06,England,Brazil,6,18,1150,945,2,1,England,False,Win
2013-02-06,France,Germany,17,2,949,1437,1,2,France,False,Lose
2013-02-06,Portugal,Ecuador,7,12,1143,1006,2,3,Portugal,False,Lose
2013-02-06,Spain,Uruguay,1,16,1605,974,3,1,Qatar,True,Win
2013-03-22,Croatia,Serbia,9,35,1080,657,2,0,Croatia,False,Win
2013-03-22,Japan,Canada,26,68,811,496,2,1,Qatar,True,Win
2013-03-22,USA,Costa Rica,33,53,732,576,1,0,USA,False,Win
2013-03-26,France,Spain,17,1,920,1609,0,1,France,False,Lose
2013-03-26,Korea Republic,Qatar,47,98,601,364,2,1,Korea Republic,False,Win
2013-03-26,Mexico,USA,15,33,995,732,0,0,Mexico,False,Draw
2013-03-26,Wales,Croatia,71,9,491,1080,1,2,Wales,False,Lose
2013-05-28,Canada,Costa Rica,80,48,456,615,0,1,Canada,False,Lose
2013-05-29,Ecuador,Germany,10,2,1058,1428,2,4,USA,True,Lose
2013-05-29,USA,Belgium,29,15,779,953,2,4,USA,False,Lose
2013-06-02,Brazil,England,19,7,902,1134,2,2,Brazil,False,Draw
2013-06-02,USA,Germany,29,2,779,1428,4,3,USA,False,Win
2013-06-04,Japan,Australia,30,47,772,624,1,1,Japan,False,Draw
2013-06-04,Qatar,IR Iran,101,57,345,538,0,1,Qatar,False,Lose
2013-06-05,Uruguay,France,17,18,931,913,1,0,Uruguay,False,Win
2013-06-07,Belgium,Serbia,12,36,1034,723,2,1,Belgium,False,Win
2013-06-09,Brazil,France,22,18,872,922,3,0,Brazil,False,Win
2013-06-10,Croatia,Portugal,4,6,1222,1136,0,1,Switzerland,True,Lose
2013-06-11,Ecuador,Argentina,10,3,1065,1286,1,1,Ecuador,False,Draw
2013-06-11,Mexico,Costa Rica,17,48,927,617,0,0,Mexico,False,Draw
2013-06-15,Brazil,Japan,22,32,872,764,3,0,Brazil,False,Win
2013-06-16,Spain,Uruguay,1,19,1614,913,2,1,Brazil,True,Win
2013-06-18,Korea Republic,IR Iran,40,67,665,505,0,1,Korea Republic,False,Lose
2013-06-19,Brazil,Mexico,22,17,872,927,2,0,Brazil,False,Win
2013-06-22,Japan,Mexico,32,17,764,927,1,2,Brazil,True,Lose
2013-06-26,Brazil,Uruguay,22,19,872,913,2,1,Brazil,False,Win
2013-06-30,Brazil,Spain,22,1,872,1614,3,0,Brazil,False,Win
2013-07-11,Mexico,Canada,20,88,879,413,2,0,USA,True,Win
2013-07-13,Morocco,Tunisia,79,47,469,626,0,0,Morocco,False,Draw
2013-07-16,USA,Costa Rica,22,39,865,688,1,0,USA,False,Win
2013-07-20,Korea Republic,Australia,43,40,641,671,0,0,Korea Republic,False,Draw
2013-07-25,Japan,Australia,37,40,689,671,3,2,Korea Republic,True,Win
2013-07-28,Korea Republic,Japan,43,37,641,689,1,2,Korea Republic,False,Lose
2013-08-14,Belgium,France,10,23,1079,838,0,0,Belgium,False,Draw
2013-08-14,Ecuador,Spain,17,1,972,1483,0,2,Ecuador,False,Lose
2013-08-14,Japan,Uruguay,37,12,695,998,2,4,Japan,False,Lose
2013-08-14,Poland,Denmark,72,27,493,787,3,2,Poland,False,Win
2013-08-14,Portugal,Netherlands,7,5,1099,1165,1,1,Portugal,False,Draw
2013-08-14,Switzerland,Brazil,15,9,987,1089,1,0,Switzerland,False,Win
2013-09-06,Costa Rica,USA,42,19,650,959,3,1,Costa Rica,False,Win
2013-09-06,Serbia,Croatia,41,8,660,1098,1,1,Serbia,False,Draw
2013-09-07,Brazil,Australia,9,46,1089,629,6,0,Brazil,False,Win
2013-09-10,Brazil,Portugal,9,7,1089,1099,3,1,USA,True,Win
2013-09-10,Japan,Ghana,37,24,695,829,3,1,Japan,False,Win
2013-09-10,Korea Republic,Croatia,56,8,593,1098,1,2,Korea Republic,False,Lose
2013-09-10,USA,Mexico,19,20,959,879,2,0,USA,False,Win
2013-09-10,Wales,Serbia,46,41,629,660,0,3,Wales,False,Lose
2013-10-11,Croatia,Belgium,10,6,1050,1159,1,2,Croatia,False,Lose
2013-10-11,Ecuador,Uruguay,20,7,851,1125,1,0,Ecuador,False,Win
2013-10-11,France,Australia,25,53,812,602,6,0,France,False,Win
2013-10-11,Serbia,Japan,43,42,666,671,2,0,Serbia,False,Win
2013-10-12,Korea Republic,Brazil,58,8,573,1066,0,2,Korea Republic,False,Lose
2013-10-13,Tunisia,Cameroon,46,61,642,557,0,0,Tunisia,False,Draw
2013-10-15,Australia,Canada,53,106,602,323,3,0,England,True,Win
2013-10-15,Belgium,Wales,6,52,1159,605,1,1,Belgium,False,Draw
2013-10-15,Costa Rica,Mexico,33,21,733,836,2,1,Costa Rica,False,Win
2013-10-15,England,Poland,17,65,946,538,2,0,England,False,Win
2013-10-15,Uruguay,Argentina,7,2,1125,1262,3,2,Uruguay,False,Win
