first_sign;second_sign;third_sign;fourth_sign;fifth_sign;sixth_sign;seventh_sign;eighth_sign;ninth_sign;tenth_sign;price_rub
66.96;5;81.89;0;23;1959;9.44;0;1;24;10374338
83.15;4;94.86;1;9;2016;12.01;1;1;12;12638190
51.73;2;38.13;1;3;2021;10.58;1;0;20;8181357
23.59;5;71.23;1;10;2010;7.19;1;0;16;8053359
33.7;2;48.38;1;13;1995;15.13;0;1;16;6873716
70.82;3;65.14;1;24;1990;9.58;1;1;14;9600852
25.14;5;68.01;1;11;1983;6.74;1;1;3;8465321
37.48;2;61.18;0;30;1982;2.15;1;1;11;7908912
89.62;1;50.18;0;18;1970;4.87;1;0;7;10895902
61.92;4;84.35;1;25;1995;2.15;1;1;16;11081635
83.74;2;54.46;0;9;2010;12.57;1;0;17;10914605
67.77;1;55.98;1;22;1986;1.95;0;0;27;9030413
60.81;1;80.35;1;21;1990;13.79;0;1;21;8342387
56.32;4;72.78;0;11;1960;7.12;0;1;14;9871950
15.0;2;87.42;0;1;2016;2.93;0;0;24;5477609
67.42;3;49.2;0;5;2012;12.05;0;0;30;10344027
66.4;4;80.52;0;29;1980;7.43;0;1;28;10643219
50.71;2;58.48;1;26;1999;2.86;1;0;17;8672303
52.55;3;43.66;1;18;2015;4.0;1;1;5;10493956
85.3;2;94.88;0;13;1999;7.1;0;1;26;10978639
51.14;2;76.78;1;27;2016;3.64;0;0;12;9004305
78.19;1;31.05;0;9;1963;2.59;0;1;10;11238953
63.39;5;50.04;1;12;1965;10.63;1;1;30;10694676
73.58;5;74.66;1;26;2010;11.93;0;0;25;11130413
71.68;5;66.1;0;23;2007;12.02;0;0;19;10497639
38.82;4;49.58;1;16;2004;6.9;1;1;12;9792771
62.36;2;26.29;1;30;1958;4.42;0;1;16;9608767
61.92;2;63.82;0;3;2020;12.47;0;0;16;8664450
49.19;5;32.54;1;27;2016;1.11;1;1;20;11669268
39.3;5;35.87;0;27;1969;11.38;0;1;23;8013877
61.09;1;44.41;0;9;1983;12.54;0;0;12;7996520
32.13;4;84.72;0;22;1996;13.98;0;0;12;6079651
47.94;2;64.32;1;10;2011;0.64;0;0;19;8747149
77.77;2;46.62;1;14;1978;8.44;0;1;1;10762918
55.19;1;55.23;0;16;2018;12.15;1;0;16;7895648
54.2;3;73.01;0;30;1995;1.56;0;0;29;9360402
66.92;5;44.61;1;22;1961;6.5;1;1;29;11545152
80.11;1;45.06;0;25;1975;3.5;1;1;25;10945595
71.36;5;35.0;0;20;1984;6.24;1;0;13;11859602
29.07;2;67.69;0;11;2022;2.31;0;0;15;6399529
49.26;5;66.19;0;5;1965;5.75;0;0;28;9808670
28.04;1;52.67;0;13;1999;10.99;1;1;30;5639809
88.89;1;64.62;1;13;2000;10.24;0;0;1;10035124
59.08;2;89.17;0;2;1981;7.77;0;1;5;9517357
88.69;2;68.75;0;24;2017;15.06;0;0;11;10692181
87.33;1;48.41;0;18;1982;18.27;0;0;24;9269477
60.59;5;48.96;0;9;1959;10.5;0;1;15;10463503
41.43;3;83.53;0;22;1989;0.5;0;1;4;9162548
72.36;5;44.77;1;2;1983;10.09;0;0;11;11081536
82.89;2;11.12;1;16;2009;12.13;1;1;19;10787648
66.09;1;58.39;1;9;1991;14.07;1;1;9;8998995
28.26;3;110.87;1;9;1988;15.57;1;1;27;6398138
46.98;3;28.24;1;20;1960;7.58;1;0;11;8551648
53.68;1;56.21;0;9;1952;12.88;0;0;7;6032607
39.17;3;54.96;1;5;1961;2.12;0;1;30;8103174
57.37;1;29.36;1;1;2006;3.71;1;1;4;9498570
35.57;3;87.46;0;16;2019;4.7;0;1;24;8356162
57.78;1;55.06;1;3;2016;3.23;0;0;5;8566930
54.41;2;53.51;1;18;1999;13.78;1;1;22;8742462
58.02;2;57.39;0;22;2011;4.5;1;0;11;9281093
44.03;3;50.61;1;12;1958;2.18;1;0;22;8128627
100.58;5;60.13;1;27;2022;4.5;1;0;10;15625886
47.79;1;61.76;0;29;1962;0.64;0;0;30;7783898
78.42;1;46.07;1;13;2020;0.11;1;0;1;10666963
53.21;3;75.75;0;3;1987;4.87;0;0;22;8876146
49.07;3;54.52;1;22;1968;3.86;1;0;17;8489123
88.26;5;63.52;1;13;1959;4.33;0;0;2;12856927
65.3;4;64.81;1;28;1956;4.06;1;0;9;10626699
58.57;2;41.96;0;4;1962;7.87;0;1;12;8793751
48.7;4;92.46;0;27;2008;7.32;0;0;14;8292610
85.77;2;66.29;0;3;2014;9.65;1;0;22;11444954
100.31;1;53.7;0;18;2016;6.06;1;0;15;12109635
44.08;3;78.89;1;7;1972;9.06;0;0;14;7132460
69.63;2;82.91;1;29;2022;9.16;1;0;3;9636840
29.0;2;42.19;0;9;2019;6.54;0;1;20;6701010
15.0;3;53.02;0;12;1984;15.57;1;1;29;5792285
35.87;2;84.1;1;21;1984;10.32;1;1;1;7017009
50.39;1;63.67;0;2;2010;2.15;1;1;1;8916845
82.22;3;52.94;0;1;2009;7.92;1;0;12;11871486
50.16;3;59.64;0;4;2001;12.93;0;1;13;8138799
60.32;3;52.96;0;26;1998;10.57;0;1;4;9129773
56.99;5;103.07;0;25;1996;9.38;1;0;14;9907286
91.28;1;79.51;1;22;1967;9.79;0;1;23;10849797
61.4;5;47.91;1;26;1951;1.62;0;1;20;10913159
79.03;2;63.11;1;7;1975;7.21;1;0;7;9904067
79.6;2;71.24;1;23;1972;6.26;0;0;18;9964307
71.88;5;51.12;1;8;1983;8.95;1;0;21;11110451
44.18;1;99.71;1;22;1979;12.14;1;0;4;6118763
42.23;1;79.45;0;10;1986;9.25;1;1;3;6935355
64.22;2;34.7;1;28;1981;3.88;0;0;8;8704697
49.14;2;73.16;0;9;2008;15.24;1;1;10;8020631
69.46;4;83.52;0;6;2018;0.15;0;0;6;11735001
82.65;3;44.52;1;15;1961;14.97;0;0;4;10109948
71.29;1;33.52;0;13;1970;16.04;0;0;14;7455491
74.99;4;55.79;1;3;1958;6.14;1;1;14;11560428
102.31;3;57.59;1;22;1969;3.62;0;1;6;14016067
67.74;1;20.5;1;21;2019;2.17;0;0;25;9977792
65.91;4;69.72;0;27;1974;5.23;0;1;7;10760845
70.92;2;37.36;1;6;2011;17.7;0;0;28;8522155
52.47;5;72.58;0;26;1997;4.79;1;0;19;9691232
40.82;5;47.37;1;23;1961;13.43;1;1;29;8325539
39.94;5;53.07;1;6;1956;7.97;1;0;30;8587652
79.22;4;86.99;0;23;2020;5.64;0;1;29;12581216
90.49;1;64.85;1;6;2020;4.06;1;1;21;12644719
15.0;4;74.08;1;27;1986;5.8;0;0;7;5861077
59.64;2;69.67;0;13;1975;13.41;0;0;1;7063669
51.9;5;53.62;0;9;2018;4.67;1;0;27;10715285
99.73;4;66.69;1;12;1994;6.2;0;0;4;12958862
85.83;1;72.05;1;14;2021;7.1;1;1;22;12012313
76.73;1;55.55;0;2;1977;1.28;1;1;16;11153643
70.58;5;53.27;0;12;1951;3.38;0;1;22;11713508
43.3;1;50.5;0;9;2006;5.48;1;0;27;7240712
64.14;4;63.7;0;28;1982;7.84;1;1;17;10862141
69.2;4;66.84;1;21;2015;5.21;0;1;29;11646155
45.4;2;78.05;0;11;1990;7.37;1;1;24;7965309
56.62;5;40.37;1;20;1974;4.59;1;1;18;11534378
78.95;4;111.21;1;12;1963;4.28;0;1;1;12468883
98.39;1;30.57;1;5;2017;8.42;0;0;22;11781625
70.89;5;55.04;0;5;2000;3.99;0;1;1;13319386
74.51;1;73.89;0;26;1954;1.11;1;0;30;10251242
57.3;5;47.47;0;22;1953;6.92;0;0;2;9728929
57.76;3;88.0;1;1;1978;10.08;1;1;13;9131125
46.24;3;59.1;0;22;1960;10.45;1;0;21;7107100
51.51;5;88.77;1;18;1951;5.58;0;1;9;10712723
48.87;4;66.49;0;1;2014;5.6;1;0;11;9913952
74.63;2;48.77;0;1;1983;10.11;0;1;23;10255364
83.87;4;60.2;0;23;1959;16.71;1;1;25;11508289
93.99;4;38.67;1;25;1990;2.99;1;1;7;13832233
61.45;5;64.66;0;7;2016;14.34;0;0;8;10202146
69.44;4;75.79;0;3;1996;8.82;0;0;26;10057183
71.81;3;47.3;1;25;1973;4.3;1;0;11;11299891
86.34;5;62.55;0;25;1968;7.16;0;1;27;12477355
54.26;1;52.59;0;23;1988;10.93;1;0;4;6414180
64.26;3;71.53;1;1;2014;7.68;0;1;10;11392170
104.81;3;52.59;1;20;1957;8.1;1;1;22;13316715
93.79;4;68.82;0;5;1954;9.13;1;0;27;12530491
54.5;1;96.25;1;6;1950;16.49;1;0;30;5872895
58.16;5;42.99;1;7;1955;10.1;0;1;4;9881913
41.08;5;62.53;1;3;1993;8.41;0;1;19;9159342
36.81;1;54.46;1;6;2011;3.87;0;0;23;7357472
69.01;2;77.17;0;27;1954;5.53;0;1;15;10299330
81.37;4;46.58;0;24;1956;6.52;1;1;14;11871746
43.61;4;64.14;0;22;1992;6.83;1;1;12;9434252
77.06;1;77.66;1;15;1997;11.16;0;0;13;9237466
16.09;1;56.47;0;23;1995;18.89;0;1;20;3785259
81.46;1;32.44;1;9;2016;11.79;1;0;30;10151910
54.9;3;55.42;0;5;2015;15.44;0;0;18;7855980
51.73;1;52.58;1;21;2002;5.0;1;1;4;7891751
38.78;5;43.54;1;7;2022;3.68;0;1;12;10125298
94.84;5;88.96;1;27;1974;10.74;1;1;28;13515755
81.28;4;78.19;0;17;2000;1.7;1;1;1;13293007
63.31;2;24.35;0;17;2020;4.9;1;0;20;10309682
66.87;2;55.81;0;24;1950;19.47;0;0;27;6747516
40.41;4;72.93;1;1;1973;1.76;1;1;3;9588996
56.01;2;82.02;0;1;2001;14.04;1;0;25;7771319
33.86;1;70.35;1;19;1985;3.28;1;0;14;6422714
85.36;4;66.5;1;19;2012;2.02;0;1;14;13697081
82.33;4;59.18;0;22;2014;0.35;1;0;1;12773553
103.32;1;71.0;0;7;2014;12.48;0;1;18;12422142
48.29;3;62.36;0;17;1989;0.76;0;0;23;8653755
60.11;4;42.41;0;28;2003;4.21;0;1;10;10765567
98.99;1;42.49;1;27;1982;7.13;1;1;3;12111425
72.06;3;61.41;1;6;2009;4.71;0;1;13;12193048
57.25;3;45.46;1;2;2002;2.4;0;0;1;9912672
56.22;2;67.41;0;24;1967;8.01;1;1;5;8991299
38.97;5;58.69;1;20;2012;17.0;0;1;19;7736836
50.23;3;54.55;1;11;1983;6.72;1;1;19;9490285
37.06;3;45.95;1;29;1951;8.48;0;0;3;5893737
62.21;1;79.79;0;24;2020;10.11;1;1;22;8890087
21.17;2;60.11;1;13;1987;15.47;1;1;5;4772120
98.01;1;74.32;1;4;1991;4.27;1;1;7;13105133
63.67;3;59.43;0;16;1950;5.0;1;0;15;9428105
90.41;3;90.47;1;1;1986;4.95;0;1;9;13106075
55.8;1;83.54;1;18;1952;2.61;0;1;16;9110311
54.33;4;69.54;1;7;2000;5.8;1;1;7;10484195
87.25;5;44.44;1;9;1979;5.58;1;0;22;13721730
87.23;1;75.44;0;15;2024;1.7;1;1;12;12901130
62.41;3;81.46;1;25;1978;1.17;0;0;3;9749136
39.95;3;72.64;0;17;1997;10.14;1;0;22;7401725
20.71;2;48.97;0;22;2013;17.49;0;1;6;4596694
64.7;4;67.99;0;6;1998;9.2;0;1;12;10995197
55.23;4;42.2;0;23;1968;0.27;1;0;13;9814850
69.65;5;25.72;0;27;2015;9.24;1;0;22;11621176
65.79;1;79.73;1;16;1955;10.27;1;1;3;8762200
71.06;5;39.88;0;17;2014;6.32;1;0;9;11617049
65.21;3;61.63;1;27;1984;9.22;0;1;3;9692079
85.81;4;32.32;1;10;1998;9.66;0;1;4;12708001
35.96;1;21.57;1;7;2003;7.45;1;0;15;6718332
70.73;1;62.73;0;13;1957;4.22;1;1;23;9350040
91.43;1;67.21;0;5;2002;2.0;1;0;4;12282144
36.99;2;58.08;1;23;1962;4.46;0;1;11;7055805
51.25;5;65.8;0;18;2020;3.74;1;1;18;11627468
84.69;2;74.77;0;18;1997;5.85;0;0;1;10820100
54.5;1;37.32;1;26;1979;13.97;1;1;23;7428792
75.94;3;76.53;0;20;1990;15.38;0;0;19;9576477
71.04;4;48.86;0;4;1981;11.86;1;1;28;11542839
53.75;1;64.97;1;23;1965;0.95;1;1;5;8800773
73.0;1;66.52;1;12;1970;7.84;0;0;28;8122064
52.77;2;40.89;1;7;1985;7.89;1;0;28;7552625
66.66;1;78.96;0;24;2010;13.2;1;0;21;7913478
70.56;3;67.98;0;12;1960;11.48;1;0;11;9052597
72.92;1;58.88;1;20;1989;16.05;0;1;3;8853279
107.04;4;79.34;0;14;2016;1.29;1;0;30;14863643
30.06;2;69.66;1;26;1998;6.88;0;0;20;5856781
55.68;2;74.08;0;4;1999;12.9;1;1;4;8794527
49.23;2;30.3;0;27;2022;6.51;1;0;2;8351593
46.71;4;47.66;1;22;2013;10.55;1;0;13;8373116
74.02;5;11.03;1;16;1990;1.52;0;0;1;11910969
47.5;1;17.49;1;14;1984;8.56;1;0;10;6631714
58.7;5;38.92;1;21;1991;17.53;0;0;22;8775965
72.8;1;133.36;1;24;1968;14.92;0;0;16;7898101
41.45;2;58.98;0;29;2015;7.56;1;1;16;8222320
74.49;1;67.63;0;6;2003;4.89;0;1;11;9993257
49.93;2;82.26;1;6;2012;2.68;0;1;7;9055361
59.0;5;52.97;0;1;1999;0.68;0;0;21;11568017
71.1;1;71.08;1;29;2012;13.86;1;1;3;9345312
58.07;2;81.73;1;1;1971;11.07;0;1;10;9330916
57.39;4;76.19;1;15;1975;8.47;0;1;4;10318706
39.26;3;95.75;1;5;2011;12.91;0;1;27;7993195
36.28;2;33.26;1;23;1988;5.72;0;1;9;7359774
72.44;4;68.79;0;12;1987;8.44;1;0;12;11471781
41.25;1;69.36;0;10;1992;9.51;0;0;6;6372094
63.8;4;71.6;1;1;1985;2.83;1;0;12;11130345
71.1;2;68.71;1;22;1956;3.21;0;0;5;8777477
36.92;3;45.45;0;7;2005;2.69;1;1;30;8540674
64.71;1;64.82;1;25;2016;9.04;0;0;21;8384968
63.31;5;86.45;1;20;1980;0.17;0;1;21;11934601
74.37;4;107.42;1;24;1991;12.77;0;1;12;10946213
60.7;5;47.64;1;12;1981;2.7;1;0;16;10902744
47.71;3;73.24;0;29;1976;8.97;1;0;4;7352582
38.56;2;50.27;0;12;1956;10.13;0;0;13;5449377
41.49;4;56.82;0;1;1971;13.47;1;0;14;8256082
44.81;4;47.29;1;10;1976;4.73;0;0;27;8600166
80.95;1;73.73;0;12;1980;14.26;0;0;11;8802518
92.71;3;80.52;0;27;1974;12.61;1;1;24;11875496
51.8;5;83.05;1;11;2024;10.19;0;1;22;11128697
52.9;3;60.29;0;1;1989;7.41;1;0;8;8719196
22.82;3;50.16;0;21;2023;7.38;1;1;14;7156554
26.42;1;10.0;0;13;1997;3.83;0;0;5;5188067
45.17;4;58.12;0;9;2024;5.08;0;0;9;9479009
64.49;1;69.65;0;25;1950;8.26;1;1;18;9331065
68.96;1;73.82;1;7;1996;4.01;1;0;23;9132153
45.98;4;56.58;0;28;1970;7.28;1;1;30;8626690
66.8;1;60.7;0;16;2020;7.29;1;1;22;9166202
38.97;1;79.55;0;21;1979;2.82;0;1;2;7548075
56.48;1;86.24;0;16;1988;10.79;0;1;20;7993743
93.9;3;55.22;1;22;1953;10.89;1;1;20;12253488
50.77;5;99.11;1;20;2009;13.81;0;1;23;9372664
75.33;5;67.55;1;11;1960;11.34;1;1;8;12264239
41.75;2;98.76;0;4;2002;16.98;1;1;1;7032798
86.14;4;83.85;1;9;1975;3.88;0;1;29;13793734
47.62;2;104.48;1;16;1978;13.33;1;0;17;6464290
51.81;2;60.37;1;8;1965;3.28;0;1;12;9521973
78.06;4;73.61;1;12;1982;6.94;1;0;9;11470117
50.74;1;41.52;0;5;2013;8.36;0;1;27;8430066
76.0;3;38.78;1;20;2010;5.14;1;1;20;11475146
24.08;4;47.77;0;24;1992;0.5;1;0;2;8073258
50.81;2;74.4;0;11;1981;11.32;1;1;2;8404099
73.32;1;99.32;1;20;1998;0.42;0;0;9;9727559
40.5;1;65.36;0;10;2011;2.83;0;0;30;7740719
65.0;3;61.99;0;12;1953;8.8;0;0;9;9207621
59.68;4;53.03;0;27;2001;17.94;0;0;3;7731829
54.18;5;87.58;1;19;1993;0.74;1;1;6;11278246
41.91;5;86.78;1;25;2002;11.01;1;1;4;9729552
42.53;5;59.07;0;3;1994;1.65;0;0;10;10648414
68.08;5;37.34;1;8;1985;17.13;1;1;4;11350397
95.83;2;66.49;1;16;1977;0.21;0;1;16;13301433
71.11;3;76.6;1;8;2002;15.82;1;1;2;9619183
33.1;4;53.07;1;12;1987;2.2;0;1;15;8507269
54.44;1;61.23;0;3;1982;7.18;1;1;19;8744930
87.53;3;74.28;1;13;2024;2.28;0;1;22;13616978
73.23;4;53.15;0;27;1963;0.77;1;0;20;11846958
53.45;1;32.61;0;25;1993;1.49;0;0;29;7527705
64.04;5;61.54;0;13;1977;9.98;0;1;19;11360183
49.8;2;57.4;0;27;1991;8.75;0;1;29;8478800
72.98;5;71.2;0;15;1989;2.25;0;0;26;12118471
82.29;2;11.69;1;28;1956;14.42;0;1;24;9435048
82.42;1;42.07;0;12;2005;9.25;0;0;27;9731643
80.25;4;33.68;0;13;2023;14.67;1;0;20;11280745
37.73;1;42.09;0;14;2005;2.15;1;0;22;6821700
105.15;3;41.15;1;6;1965;7.5;0;1;20;14630814
54.86;4;18.38;1;23;2006;1.48;0;1;13;10378266
53.24;3;58.08;1;19;2015;7.95;1;0;12;8381404
74.91;5;56.69;0;14;1993;14.64;0;1;25;11393981
74.55;4;58.86;1;20;2008;11.66;0;0;12;10990101
70.55;2;25.22;1;11;2016;10.16;1;0;27;9896984
62.94;2;38.52;1;11;2022;1.19;0;1;13;10876715
67.5;5;77.7;1;11;2003;6.99;0;0;6;10773346
51.32;5;67.51;0;6;1953;9.29;0;0;27;8863449
92.09;3;58.01;1;4;2010;6.91;0;1;26;13685514
49.96;2;49.15;0;14;1980;5.54;1;0;5;7557007
60.22;1;35.63;0;28;1967;5.02;1;0;28;7874528
67.45;5;59.21;1;7;1952;8.86;1;0;21;10630248
55.28;1;40.69;1;28;1955;12.03;0;0;21;6284007
69.11;5;69.68;0;25;2016;1.13;0;1;4;13323701
63.26;2;64.78;1;27;1959;4.4;0;1;25;9197066
68.98;4;73.85;0;21;1970;4.08;0;0;27;10726043
49.96;5;66.86;0;16;1965;2.29;0;0;7;10008585
45.29;4;59.19;0;12;1955;0.33;0;0;6;8653241
43.93;1;45.09;0;7;1965;9.34;1;1;1;7834636
44.0;4;64.23;0;2;1979;18.47;0;1;16;6880241
57.19;4;65.99;1;2;1976;8.02;0;1;5;9939453
93.53;3;64.6;0;29;1977;7.75;1;0;15;11899769
73.88;3;23.96;0;30;2003;7.82;0;0;2;9949724
86.31;2;67.17;1;26;2012;6.68;1;1;30;11993278
51.18;4;24.94;1;7;1973;5.28;0;0;21;9359612
57.16;5;77.47;1;5;2010;10.6;1;0;1;9669807
81.29;1;42.94;1;28;1982;5.95;1;1;16;10982689
38.52;3;66.46;1;7;1994;8.91;0;0;3;8059411
52.11;1;47.69;1;3;1968;13.98;1;1;9;7401351
33.91;1;52.88;0;9;1984;5.66;0;1;5;6468462
77.28;2;62.51;0;13;1969;10.13;0;1;19;10674206
55.72;5;28.11;0;15;1985;5.39;1;1;29;10945914
36.33;1;87.14;1;7;1964;1.18;1;1;26;7610448
56.07;4;35.19;1;2;2024;14.15;1;1;29;10190869
53.53;4;41.09;1;29;1964;15.98;1;1;29;8893310
52.94;4;93.13;1;2;2005;6.18;0;1;17;9425528
75.54;1;52.98;1;26;1954;3.12;1;1;10;10312750
65.22;3;74.46;0;24;1974;11.89;1;0;28;8952714
73.62;5;78.18;1;4;2002;9.4;1;0;11;11509242
62.96;4;48.38;1;24;1958;6.49;1;1;4;11432885
54.0;1;73.92;1;19;1979;5.52;1;0;10;7169958
55.4;1;63.6;1;29;1989;6.31;1;1;13;8347846
56.49;5;66.31;1;5;1983;2.92;0;0;4;10512030
55.47;3;91.9;0;18;1996;3.47;0;1;21;10163029
59.47;1;41.31;1;10;1990;0.26;1;0;15;8786058
37.06;3;41.08;0;2;2015;7.48;0;1;8;8470198
61.03;3;66.26;1;18;2016;6.51;1;1;23;10325366
62.97;3;26.31;0;23;2006;15.92;0;0;17;8656328
64.3;4;96.15;1;12;1986;12.5;1;0;3;10328305
75.15;1;20.31;0;10;1962;7.91;0;0;18;9197793
15.0;4;61.77;0;20;1974;5.99;0;1;21;5970662
27.19;5;74.48;1;27;2008;7.02;0;0;4;7271258
75.19;2;25.46;0;6;2008;11.04;1;1;10;11171172
60.89;2;81.76;0;25;1986;0.91;0;0;25;9665968
61.02;2;65.34;1;11;1960;2.82;1;1;12;10109354
80.99;3;30.61;1;5;1960;15.06;0;0;10;10048910
65.34;4;74.35;0;28;1960;10.2;0;1;18;10442737
59.93;1;60.7;0;15;2018;5.33;0;0;12;8367858
62.15;5;68.01;1;12;1993;5.68;0;0;25;10813518
59.95;2;49.39;0;14;1991;8.9;1;0;16;8831561
48.4;5;29.46;1;19;1990;10.19;1;0;16;9544440
113.54;4;73.14;0;18;1979;14.66;0;0;1;13075640
80.15;4;41.25;0;15;1987;14.72;1;0;3;11110616
59.5;2;19.16;0;30;1992;2.68;0;0;14;8717191
75.05;4;20.53;0;27;2008;9.46;0;1;6;11754017
49.53;2;81.91;1;29;1992;6.28;0;0;6;8040174
53.64;3;80.64;1;13;1999;1.8;0;1;7;10040160
77.57;1;39.07;0;21;1950;1.35;1;1;22;11315763
30.24;3;57.82;0;28;1959;6.5;0;0;18;5327794
61.66;2;104.88;0;27;1990;8.73;1;0;1;8680335
62.03;5;67.83;1;13;1982;11.09;1;0;1;10312355
56.75;3;52.5;0;15;1952;12.07;0;0;20;8284128
81.57;2;48.79;1;30;2004;13.39;0;0;10;9701865
77.04;1;92.78;1;9;2006;5.99;1;0;9;9739290
84.73;4;61.29;0;22;1971;8.86;0;0;13;11482968
71.39;3;59.83;0;15;1987;13.55;1;0;4;8369924
82.76;2;34.51;1;30;1958;11.08;1;0;30;10336393
42.46;5;20.59;1;27;1994;8.63;0;0;11;8070252
32.3;3;89.71;0;24;2005;5.34;0;0;3;6337016
42.88;3;58.11;1;1;1960;6.27;0;0;7;7522823
51.63;4;38.74;0;6;1955;7.44;1;1;6;9947187
78.41;4;39.69;1;23;2013;10.06;1;0;16;10881318
62.33;1;63.48;0;11;1993;5.84;0;0;9;8285502
76.75;2;53.04;0;29;1988;0.02;0;1;18;10885208
82.52;5;86.04;1;10;2005;10.28;0;1;13;12688889
64.18;5;73.66;1;9;1954;3.12;0;0;11;11103598
81.77;2;38.27;0;9;2011;18.06;0;1;17;9893507
49.96;1;34.52;1;29;1972;12.28;0;1;19;7207061
70.71;3;61.67;1;3;1971;12.72;1;0;4;9437071
59.88;2;39.83;0;17;1992;8.61;1;0;28;9276714
66.16;5;54.25;0;12;1997;7.48;0;1;14;12305472
78.28;1;23.96;0;20;1970;9.6;0;1;22;9747982
54.92;3;62.63;1;6;1981;12.38;1;0;26;8985236
81.3;1;58.97;0;14;1985;4.54;0;0;23;9732550
69.53;4;56.13;0;7;2016;5.71;0;0;18;11731896
68.73;4;68.17;0;17;1992;9.52;0;0;4;9988142
23.64;5;44.41;1;24;1998;4.58;0;1;5;8195028
48.59;2;66.12;0;18;2013;6.73;0;0;11;7287930
77.46;2;99.01;1;13;2009;8.87;0;1;29;11145250
66.06;1;40.5;1;19;1952;3.89;0;1;1;9027800
59.69;4;50.26;0;15;1957;7.15;0;1;25;10585991
43.51;1;68.97;1;22;1992;9.02;0;0;8;6880204
44.9;1;53.74;0;22;2012;10.71;1;1;22;7102521
62.85;1;62.0;1;13;2011;14.09;1;0;17;7822682
60.25;5;68.59;1;3;2001;4.2;1;1;19;11984805
73.7;3;55.92;0;5;1983;8.49;1;0;30;11506852
45.62;5;56.11;0;24;2005;10.27;0;1;22;9468369
55.68;2;68.56;0;18;1974;5.82;1;0;3;8621368
43.37;4;68.29;0;9;1997;8.66;0;1;5;7962492
76.12;2;90.13;1;15;1978;7.8;0;0;14;9969959
39.27;5;71.58;0;18;1953;1.38;0;0;19;8664855
25.37;5;32.31;1;15;1959;0.94;1;0;20;8095195
83.71;5;65.9;0;3;2002;8.52;1;0;15;12988402
31.54;1;52.03;0;22;1977;4.02;0;0;7;5323686
32.56;3;69.85;1;14;2013;6.51;1;1;3;7796271
63.22;2;26.91;0;4;1979;10.4;1;0;30;9089090
34.52;3;33.56;0;19;2010;10.95;0;0;19;6858876
82.08;2;57.18;1;30;1970;14.39;1;0;12;10065044
27.73;1;20.15;1;19;1987;12.4;0;0;6;4296958
91.07;3;71.13;1;5;1997;7.01;1;0;7;13565202
58.89;1;74.61;0;28;1960;20.29;0;0;3;5652281
66.09;5;61.61;1;6;1985;8.15;0;0;24;10719099
48.82;5;88.77;1;4;1985;9.21;0;1;23;9867129
50.41;2;84.21;1;29;2007;9.13;1;1;23;8605780
83.61;4;52.3;0;15;1995;5.6;0;0;4;12175209
84.67;5;67.52;1;1;2005;2.4;1;1;3;14350531
79.56;4;53.76;0;10;1983;13.21;0;1;9;12181015
68.48;2;54.69;0;26;1994;9.58;0;1;16;9803584
52.03;5;56.83;1;9;1972;0.79;0;1;6;10811696
58.65;2;42.37;0;28;1971;4.26;0;0;21;8150804
37.31;5;78.8;1;13;2024;9.43;0;0;29;8860951
50.05;4;89.85;0;22;2019;2.04;1;1;13;10073422
35.87;2;83.33;0;10;1977;13.84;0;1;20;6491206
40.38;4;67.8;0;5;1962;7.04;1;0;4;8341017
65.56;4;51.95;1;30;2022;6.03;1;0;26;10577152
37.56;5;62.49;0;19;1981;11.74;0;1;15;9054446
83.96;1;71.3;0;6;1971;15.69;0;0;16;8470511
58.13;4;72.79;0;3;1976;10.08;1;1;26;10551684
78.45;1;49.7;0;18;2013;0.29;1;1;24;11597817
58.45;1;24.39;1;29;1985;12.91;1;1;21;7867318
74.49;2;61.18;1;4;1979;3.25;1;1;19;11627866
49.01;3;52.09;0;26;1965;3.03;1;1;17;8919268
71.86;3;37.15;1;26;2007;5.28;1;0;3;10976625
50.45;4;103.34;0;17;2010;15.15;0;0;12;8417594
49.48;3;83.6;0;20;2002;14.35;1;1;29;8837903
69.17;4;71.29;1;25;1984;7.61;1;1;18;10900223
53.17;5;60.38;1;14;1999;14.29;1;1;6;9457667
85.99;2;80.26;1;3;1992;19.19;0;0;30;9748907
31.91;1;76.43;1;23;2015;15.22;1;1;16;5946574
88.3;1;33.75;0;10;1959;8.97;1;1;20;11397120
87.23;5;58.59;0;6;1995;6.73;0;0;3;12612362
18.7;2;44.92;1;9;1970;8.52;0;0;28;4531106
83.52;2;48.57;0;23;1962;11.12;1;0;24;9570820
39.02;1;67.72;0;17;1968;5.58;0;1;22;6969485
62.23;1;34.75;0;15;2004;2.32;0;0;17;8654396
47.06;1;32.79;0;29;1981;3.28;1;0;30;7050606
45.9;2;76.94;1;14;1958;1.87;1;0;14;7929365
87.07;5;63.38;0;1;2022;1.05;0;0;2;13875347
49.48;2;40.04;0;30;2015;10.3;1;0;4;7379813
42.56;1;94.99;1;7;1984;3.78;0;1;11;6954271
83.58;1;56.02;1;30;1964;9.75;1;0;20;9308920
68.98;2;74.25;0;12;1959;13.56;1;0;12;8384484
52.64;3;39.19;1;27;2014;11.1;0;0;13;7880395
78.52;5;73.65;0;23;1989;7.94;0;1;30;12767830
35.15;4;51.32;0;13;1984;15.66;0;0;18;6485314
77.93;2;47.75;1;18;1962;5.38;0;0;12;10073235
68.97;1;51.02;0;23;2013;6.74;1;0;10;8887059
59.97;1;63.79;0;9;2005;11.86;0;0;19;7628150
